PaymentID,ApplicationID,ApplicationDate,TuitionPay,AccommodationPay,LivingExpensePay,ServiceFee,PaymentMethod
61434,262460,2/22/2025 0:00,7000,5500,1000,500,Bank Transfer
61435,262465,4/17/2025 0:00,0,4900,1000,500,Bank Transfer
61436,131074,8/10/2024 0:00,24500,1000,1500,1000,Cash
61437,131075,7/5/2025 0:00,27200,600,2000,500,Credit Card
61438,131076,4/2/2025 0:00,0,1000,0,500,Cash
61439,131081,8/26/2025 0:00,0,1500,0,500,Bank Transfer
61440,131084,10/18/2024 0:00,0,0,2000,1000,Cash
61441,131085,5/17/2025 0:00,0,1800,1850,1000,Bank Transfer
61442,262477,8/19/2024 0:00,11000,400,1000,1000,Credit Card
61443,131099,8/21/2024 0:00,0,5000,1000,500,Cash
61444,131101,4/20/2025 0:00,15000,10800,0,500,Bank Transfer
61445,262491,6/15/2025 0:00,0,0,0,500,Bank Transfer
61446,262493,6/20/2024 0:00,0,0,1500,1000,Cash
61447,131106,11/2/2024 0:00,0,7500,1000,1000,Credit Card
61448,131107,12/11/2024 0:00,0,5400,1500,1000,Credit Card
61449,131108,11/4/2023 0:00,0,0,0,500,Cash
61450,262498,6/2/2024 0:00,0,20000,1000,500,Credit Card
61451,131110,10/12/2024 0:00,15000,15000,2000,1000,Bank Transfer
61452,131111,4/12/2025 0:00,0,0,0,500,Credit Card
61453,131112,6/20/2025 0:00,0,2250,2000,1000,Credit Card
61454,131114,4/14/2024 0:00,19800,1100,1000,1000,Credit Card
61455,262505,11/10/2024 0:00,12000,0,1000,500,Bank Transfer
61456,262508,1/30/2024 0:00,0,2250,2000,500,Cash
61457,262509,6/9/2024 0:00,0,900,1000,500,Credit Card
61458,131122,6/1/2025 0:00,0,0,0,1000,Cash
61459,262510,4/3/2025 0:00,0,1500,0,500,Bank Transfer
61460,131123,9/7/2023 0:00,0,600,1500,1000,Credit Card
61461,262512,9/12/2025 0:00,15000,400,1000,500,Bank Transfer
61462,262514,9/15/2024 0:00,0,2250,2000,1000,Cash
61463,131129,8/1/2025 0:00,0,0,0,500,Cash
61464,262517,9/13/2024 0:00,0,0,0,1000,Bank Transfer
61465,262519,5/1/2025 0:00,0,1000,1000,500,Cash
61466,262520,2/28/2024 0:00,0,250,1000,500,Credit Card
61467,262524,10/1/2024 0:00,0,5300,1000,1000,Cash
61468,262528,3/5/2024 0:00,0,1500,0,500,Bank Transfer
61469,262531,10/26/2024 0:00,30000,400,1000,500,Bank Transfer
61470,262532,2/1/2025 0:00,1600,1500,2200,500,Credit Card
61471,262533,2/15/2025 0:00,0,2400,900,1000,Cash
61472,131147,8/16/2025 0:00,13000,1000,1000,500,Credit Card
61473,131148,6/27/2024 0:00,0,0,0,500,Cash
61474,131151,9/28/2023 0:00,0,0,0,1000,Cash
61475,262538,3/10/2025 0:00,0,1020,0,500,Bank Transfer
61476,262539,3/29/2025 0:00,0,4800,1500,1000,Cash
61477,262542,7/29/2025 0:00,4800,1500,1000,500,Bank Transfer
61478,131156,3/11/2025 0:00,10250,1500,1500,500,Bank Transfer
61479,262544,6/6/2025 0:00,0,600,2450,1000,Bank Transfer
61480,262545,11/11/2024 0:00,0,1000,1500,500,Cash
61481,131160,2/23/2025 0:00,0,0,0,500,Cash
61482,262547,9/7/2025 0:00,0,3000,1000,500,Bank Transfer
61483,262548,6/9/2025 0:00,0,0,1000,1000,Cash
61484,262549,4/2/2025 0:00,3300,1500,2200,500,Bank Transfer
61485,131164,8/13/2025 0:00,0,7500,1000,500,Cash
61486,131166,9/21/2024 0:00,0,0,0,1000,Bank Transfer
61487,131168,5/22/2025 0:00,11000,430,1500,1000,Cash
61488,131169,9/30/2025 0:00,0,0,0,500,Bank Transfer
61489,262555,9/26/2023 0:00,0,900,1000,500,Bank Transfer
61490,262556,5/24/2025 0:00,0,0,0,500,Credit Card
61491,131175,8/20/2025 0:00,0,2000,1000,1000,Cash
61492,131177,6/7/2025 0:00,0,0,0,1000,Cash
61493,262561,4/8/2024 0:00,0,3500,1500,1000,Credit Card
61494,131178,6/8/2024 0:00,0,0,1600,500,Credit Card
61495,262563,4/15/2024 0:00,12400,0,1500,500,Cash
61496,262564,6/24/2025 0:00,9000,1500,1500,500,Cash
61497,262567,4/11/2025 0:00,0,5400,1000,1000,Credit Card
61498,262568,3/13/2024 0:00,0,750,1500,500,Cash
61499,131189,1/15/2025 0:00,0,0,250,500,Credit Card
61500,131192,7/11/2025 0:00,0,1,1,500,Credit Card
61501,262575,7/21/2024 0:00,0,500,1000,1000,Bank Transfer
61502,131193,4/4/2025 0:00,0,4000,1000,500,Credit Card
61503,262577,4/1/2024 0:00,0,1020,0,1000,Cash
61504,262579,2/11/2025 0:00,0,1000,1500,500,Bank Transfer
61505,262580,7/26/2025 0:00,0,1020,0,1000,Bank Transfer
61506,262581,11/21/2024 0:00,0,900,1000,1000,Credit Card
61507,262583,4/30/2025 0:00,11000,400,1000,1000,Credit Card
61508,131201,1/21/2025 0:00,0,10800,500,1000,Cash
61509,262584,12/7/2024 0:00,0,1500,1500,500,Cash
61510,131203,1/1/2025 0:00,0,5400,1500,1000,Bank Transfer
61511,262586,7/28/2024 0:00,0,0,0,500,Cash
61512,262587,6/19/2024 0:00,0,0,2000,1000,Cash
61513,262588,5/16/2024 0:00,0,4900,1000,1000,Cash
61514,131208,4/14/2025 0:00,0,3000,1500,1000,Credit Card
61515,262591,8/28/2025 0:00,0,0,1500,500,Cash
61516,131210,3/20/2025 0:00,0,1,1,1000,Bank Transfer
61517,262593,4/16/2024 0:00,0,1020,0,1000,Credit Card
61518,131213,7/5/2024 0:00,20800,600,2450,1000,Bank Transfer
61519,131214,3/20/2024 0:00,9000,1500,1500,1000,Cash
61520,262599,6/7/2025 0:00,0,2250,2000,1000,Credit Card
61521,131218,7/14/2025 0:00,0,6600,1500,500,Cash
61522,262603,1/31/2025 0:00,11500,1500,1500,500,Cash
61523,131222,7/13/2025 0:00,0,900,1000,500,Bank Transfer
61524,262605,4/25/2025 0:00,20800,600,2450,1000,Cash
61525,262607,12/21/2024 0:00,0,3000,1000,500,Bank Transfer
61526,262609,12/7/2023 0:00,0,0,0,1000,Credit Card
61527,262610,6/28/2025 0:00,0,2250,2000,1000,Bank Transfer
61528,131232,1/11/2025 0:00,20000,400,1000,500,Bank Transfer
61529,131236,12/9/2024 0:00,0,750,1500,1000,Bank Transfer
61530,262620,1/15/2025 0:00,0,400,1000,1000,Bank Transfer
61531,131243,4/15/2025 0:00,15000,0,2300,500,Credit Card
61532,131245,9/13/2025 0:00,13000,4500,1000,1000,Credit Card
61533,262628,7/23/2024 0:00,0,3000,0,1000,Cash
61534,262630,6/18/2024 0:00,0,0,1600,500,Credit Card
61535,262631,11/9/2024 0:00,0,600,1500,500,Credit Card
61536,262632,3/14/2025 0:00,0,0,0,1000,Cash
61537,262635,5/30/2025 0:00,0,1000,0,500,Cash
61538,131253,6/24/2024 0:00,0,0,0,500,Credit Card
61539,131254,8/31/2025 0:00,0,0,0,1000,Cash
61540,262638,2/23/2024 0:00,19950,1200,900,500,Credit Card
61541,131256,5/24/2024 0:00,0,2250,2000,500,Credit Card
61542,131257,1/15/2025 0:00,0,4500,1000,1000,Credit Card
61543,262641,8/1/2024 0:00,1000,6600,1500,500,Credit Card
61544,262643,12/20/2023 0:00,0,600,2450,500,Cash
61545,131266,6/25/2024 0:00,0,0,2000,500,Cash
61546,131268,7/6/2023 0:00,12000,750,1000,500,Cash
61547,262651,4/25/2025 0:00,0,0,0,1000,Cash
61548,262654,3/7/2025 0:00,8000,600,2100,500,Credit Card
61549,262656,12/21/2024 0:00,0,2500,1500,1000,Credit Card
61550,131279,6/9/2025 0:00,3000,6600,2000,1000,Credit Card
61551,131286,8/21/2025 0:00,10250,1500,1500,500,Cash
61552,262668,7/22/2025 0:00,0,2250,2000,1000,Cash
61553,131288,10/10/2023 0:00,0,0,1500,500,Cash
61554,262671,3/16/2025 0:00,0,900,1000,500,Credit Card
61555,262675,9/3/2025 0:00,24000,11200,0,1000,Bank Transfer
61556,131296,4/21/2024 0:00,16000,900,1000,1000,Cash
61557,262677,7/21/2025 0:00,11500,1000,1000,500,Bank Transfer
61558,131298,2/7/2025 0:00,40000,36000,2400,1000,Cash
61559,262679,9/3/2025 0:00,29000,6600,1500,500,Bank Transfer
61560,262683,8/17/2025 0:00,0,3500,1000,1000,Credit Card
61561,131303,8/9/2025 0:00,12000,4500,1000,500,Credit Card
61562,131305,5/21/2025 0:00,0,5400,1000,500,Cash
61563,262686,1/11/2025 0:00,0,0,0,1000,Credit Card
61564,262688,4/25/2025 0:00,0,0,0,1000,Bank Transfer
61565,131309,12/20/2024 0:00,0,4000,1500,1000,Credit Card
61566,262691,8/9/2025 0:00,12000,750,1000,1000,Bank Transfer
61567,131312,6/1/2025 0:00,0,1020,0,1000,Credit Card
61568,131313,11/8/2024 0:00,15000,0,1500,500,Cash
61569,131314,1/10/2025 0:00,0,0,1000,500,Bank Transfer
61570,262695,8/31/2025 0:00,13000,4500,1000,500,Credit Card
61571,131315,5/20/2025 0:00,9000,900,1000,1000,Credit Card
61572,262698,5/14/2025 0:00,15000,400,1000,1000,Bank Transfer
61573,131318,8/17/2025 0:00,0,1020,0,1000,Cash
61574,262702,5/1/2025 0:00,0,1020,0,1000,Credit Card
61575,131322,12/11/2024 0:00,9600,4500,1000,500,Credit Card
61576,262704,12/19/2023 0:00,0,1000,1500,500,Bank Transfer
61577,131324,2/19/2025 0:00,0,750,1500,500,Bank Transfer
61578,131325,7/29/2025 0:00,0,0,0,1000,Bank Transfer
61579,131326,6/16/2024 0:00,0,1200,1000,1000,Bank Transfer
61580,131329,4/3/2024 0:00,10000,2600,0,1000,Cash
61581,131331,6/8/2025 0:00,0,5000,1500,500,Bank Transfer
61582,131333,4/23/2025 0:00,0,1020,0,1000,Bank Transfer
61583,131336,12/14/2024 0:00,0,1800,1850,1000,Credit Card
61584,262717,4/29/2025 0:00,13200,4500,1000,1000,Cash
61585,262720,9/23/2025 0:00,0,0,0,500,Cash
61586,131343,6/25/2025 0:00,0,0,2000,500,Credit Card
61587,262723,12/22/2024 0:00,28200,1500,2200,1000,Cash
61588,262725,11/9/2023 0:00,0,750,1500,1000,Cash
61589,131352,9/5/2024 0:00,0,600,2000,500,Bank Transfer
61590,131353,8/3/2025 0:00,0,0,0,1000,Bank Transfer
61591,131354,8/19/2025 0:00,0,800,1000,1000,Credit Card
61592,262736,8/22/2025 0:00,0,5400,1000,500,Bank Transfer
61593,131358,7/31/2025 0:00,0,0,0,1000,Bank Transfer
61594,131360,3/18/2024 0:00,0,1500,1500,500,Cash
61595,131361,1/23/2024 0:00,0,12000,1000,1000,Cash
61596,131362,11/21/2023 0:00,6000,4900,1000,1000,Credit Card
61597,131363,3/22/2025 0:00,0,600,2450,1000,Bank Transfer
61598,262747,12/4/2024 0:00,26000,400,1000,500,Credit Card
61599,131370,9/8/2025 0:00,13000,4900,1000,1000,Credit Card
61600,131371,7/7/2025 0:00,6000,1400,1000,500,Credit Card
61601,131378,1/31/2025 0:00,0,0,0,1000,Credit Card
61602,262756,3/12/2025 0:00,0,0,0,1000,Bank Transfer
61603,262757,5/31/2025 0:00,0,800,1000,500,Credit Card
61604,131380,1/6/2024 0:00,13000,13000,1000,500,Bank Transfer
61605,262760,7/16/2025 0:00,0,660,2100,1000,Credit Card
61606,131385,10/29/2023 0:00,0,0,0,500,Cash
61607,131387,8/29/2025 0:00,0,0,0,1000,Credit Card
61608,262766,11/5/2024 0:00,0,1000,1000,500,Credit Card
61609,131390,8/19/2025 0:00,9000,1500,1500,1000,Cash
61610,131391,7/8/2025 0:00,13000,4900,1000,1000,Cash
61611,262769,6/17/2024 0:00,0,5000,0,500,Bank Transfer
61612,131393,9/21/2025 0:00,0,2250,2000,500,Credit Card
61613,262771,2/1/2025 0:00,0,0,700,500,Cash
61614,262772,9/9/2025 0:00,0,0,1500,500,Credit Card
61615,131397,6/27/2025 0:00,9000,1500,1500,1000,Bank Transfer
61616,262776,11/11/2024 0:00,0,1500,1500,1000,Credit Card
61617,131400,9/8/2025 0:00,0,0,1000,1000,Credit Card
61618,262785,4/17/2025 0:00,6000,450,1000,500,Bank Transfer
61619,262786,9/15/2024 0:00,15000,10800,500,1000,Cash
61620,131411,1/23/2025 0:00,12000,4900,1000,500,Credit Card
61621,131414,3/27/2024 0:00,23900,8000,1500,500,Cash
61622,131417,2/12/2025 0:00,0,4000,1500,1000,Bank Transfer
61623,262793,9/4/2024 0:00,7000,1750,1000,1000,Cash
61624,131418,12/20/2023 0:00,15000,400,1000,1000,Cash
61625,131419,9/6/2024 0:00,0,4800,0,1000,Cash
61626,262795,1/4/2025 0:00,4000,5000,1600,1000,Cash
61627,131421,3/25/2025 0:00,0,1020,0,500,Credit Card
61628,131424,4/26/2025 0:00,0,0,2000,1000,Bank Transfer
61629,131428,10/20/2024 0:00,10000,3000,0,500,Credit Card
61630,262806,7/12/2025 0:00,0,0,0,500,Cash
61631,131431,7/17/2025 0:00,13000,4900,1000,500,Cash
61632,131432,5/2/2025 0:00,0,0,0,500,Credit Card
61633,131436,8/21/2025 0:00,0,8000,1500,500,Cash
61634,131439,3/27/2025 0:00,0,0,0,500,Credit Card
61635,262814,5/1/2024 0:00,0,1000,0,500,Bank Transfer
61636,131441,3/23/2025 0:00,15000,400,1000,1000,Bank Transfer
61637,131444,12/20/2024 0:00,13000,4500,1000,500,Bank Transfer
61638,262819,1/14/2025 0:00,1000,0,1500,1000,Bank Transfer
61639,131445,3/4/2024 0:00,0,0,1500,500,Cash
61640,262820,11/12/2024 0:00,0,0,2000,1000,Bank Transfer
61641,262823,9/12/2024 0:00,0,0,0,1000,Bank Transfer
61642,262824,2/12/2025 0:00,7500,1500,1500,500,Cash
61643,131453,9/14/2024 0:00,0,5000,1600,1000,Cash
61644,262828,10/10/2024 0:00,10250,1500,1500,1000,Cash
61645,131460,7/13/2024 0:00,10500,1500,1000,1000,Bank Transfer
61646,131465,5/30/2024 0:00,0,1020,0,1000,Credit Card
61647,131466,6/5/2025 0:00,0,250,1000,1000,Bank Transfer
61648,131467,10/9/2023 0:00,8000,700,1500,1000,Cash
61649,262841,11/1/2024 0:00,16000,900,1000,1000,Cash
61650,262843,12/26/2024 0:00,0,0,1000,500,Bank Transfer
61651,131471,4/12/2025 0:00,0,5400,1500,1000,Bank Transfer
61652,262844,7/28/2024 0:00,0,4000,1000,500,Bank Transfer
61653,262847,4/26/2025 0:00,0,750,1500,500,Credit Card
61654,262851,7/3/2025 0:00,13500,0,1000,1000,Bank Transfer
61655,131479,1/11/2025 0:00,0,600,2000,500,Bank Transfer
61656,131481,4/4/2025 0:00,0,1950,2400,500,Bank Transfer
61657,131486,3/14/2024 0:00,0,0,0,1000,Bank Transfer
61658,131487,9/5/2025 0:00,0,4500,1000,500,Credit Card
61659,262861,3/4/2024 0:00,0,750,1500,500,Cash
61660,131489,7/11/2025 0:00,0,0,0,500,Cash
61661,262866,12/27/2024 0:00,10500,15,1000,1000,Credit Card
61662,131498,2/6/2025 0:00,0,1020,0,500,Cash
61663,262871,4/8/2024 0:00,0,1000,0,1000,Cash
61664,262872,4/7/2025 0:00,15000,0,0,500,Cash
61665,262874,7/11/2025 0:00,0,8000,1500,1000,Cash
61666,131503,4/22/2025 0:00,0,400,0,500,Credit Card
61667,131505,7/3/2025 0:00,13500,5400,1000,1000,Cash
61668,262879,9/21/2024 0:00,0,0,1500,1000,Credit Card
61669,262880,7/25/2024 0:00,13000,4500,1000,1000,Credit Card
61670,262886,1/2/2024 0:00,0,1800,0,1000,Credit Card
61671,262887,2/4/2025 0:00,0,800,1000,500,Cash
61672,262888,3/19/2025 0:00,1000,6600,1500,500,Credit Card
61673,131517,9/5/2025 0:00,14000,4000,1000,1000,Cash
61674,131518,1/10/2025 0:00,2000,5000,2050,1000,Cash
61675,131523,6/23/2025 0:00,0,1000,0,500,Cash
61676,262895,12/5/2024 0:00,0,0,0,500,Credit Card
61677,131527,9/14/2025 0:00,0,0,1000,1000,Cash
61678,262899,8/31/2025 0:00,0,0,1000,1000,Credit Card
61679,131528,1/5/2025 0:00,13000,4900,1000,500,Cash
61680,131530,6/30/2025 0:00,0,5400,1000,1000,Bank Transfer
61681,262905,9/26/2023 0:00,0,0,0,1000,Bank Transfer
61682,131536,11/17/2024 0:00,0,4000,2000,500,Cash
61683,262909,6/13/2024 0:00,0,1500,1000,1000,Bank Transfer
61684,262910,5/1/2025 0:00,10950,3000,1000,1000,Bank Transfer
61685,262913,9/30/2025 0:00,0,0,0,500,Bank Transfer
61686,131547,6/12/2024 0:00,0,0,0,1000,Credit Card
61687,131548,6/15/2025 0:00,0,3500,0,500,Credit Card
61688,131549,9/29/2024 0:00,0,0,0,1000,Bank Transfer
61689,131554,6/18/2025 0:00,0,1500,0,1000,Bank Transfer
61690,262926,5/27/2025 0:00,12000,4500,1000,1000,Credit Card
61691,262927,7/28/2025 0:00,16000,1000,1500,500,Cash
61692,131562,3/30/2024 0:00,0,0,1000,500,Bank Transfer
61693,262934,10/11/2024 0:00,3000,1000,1500,1000,Credit Card
61694,262935,12/11/2024 0:00,0,1000,1000,1000,Bank Transfer
61695,262936,3/27/2025 0:00,0,8000,1500,500,Cash
61696,262938,7/31/2025 0:00,0,0,0,1000,Bank Transfer
61697,262942,9/30/2025 0:00,0,1,1,500,Credit Card
61698,262944,9/11/2024 0:00,0,4000,2000,500,Cash
61699,262946,9/6/2024 0:00,0,0,0,500,Bank Transfer
61700,262947,11/15/2024 0:00,0,1500,0,1000,Cash
61701,131578,7/1/2024 0:00,0,0,2000,1000,Bank Transfer
61702,262949,3/30/2024 0:00,0,0,1500,1000,Credit Card
61703,131581,6/14/2024 0:00,29000,6600,2000,500,Cash
61704,262950,8/4/2025 0:00,20000,400,1000,500,Credit Card
61705,131582,1/9/2025 0:00,1600,1500,2200,500,Bank Transfer
61706,262951,9/4/2025 0:00,0,1,1,1000,Cash
61707,131583,2/18/2024 0:00,60000,12000,3000,500,Cash
61708,131587,1/3/2025 0:00,0,0,1500,1000,Cash
61709,262956,1/3/2024 0:00,3000,6600,1500,500,Credit Card
61710,131588,5/3/2025 0:00,0,700,1500,1000,Bank Transfer
61711,131590,7/15/2024 0:00,0,1800,1850,500,Bank Transfer
61712,131591,2/20/2025 0:00,0,1500,0,1000,Credit Card
61713,262965,6/27/2025 0:00,12000,0,1000,500,Cash
61714,262966,2/13/2025 0:00,10000,750,1000,500,Bank Transfer
61715,131599,6/9/2025 0:00,0,600,1500,1000,Credit Card
61716,262969,10/17/2024 0:00,0,0,0,500,Cash
61717,131612,3/20/2024 0:00,14000,4000,1000,500,Cash
61718,262981,12/3/2024 0:00,60000,12000,2400,1000,Credit Card
61719,131618,8/28/2025 0:00,0,750,1000,500,Credit Card
61720,262989,4/29/2025 0:00,3000,6600,1500,1000,Credit Card
61721,262996,9/7/2025 0:00,0,1,1,1000,Bank Transfer
61722,131629,5/3/2024 0:00,0,4000,1000,1000,Cash
61723,262999,12/6/2024 0:00,0,1,1,1000,Bank Transfer
61724,131632,11/19/2024 0:00,0,1000,0,500,Bank Transfer
61725,263004,8/12/2024 0:00,0,1500,0,500,Bank Transfer
61726,131638,12/25/2024 0:00,12000,4900,1000,1000,Bank Transfer
61727,131639,4/25/2024 0:00,0,900,1500,1000,Credit Card
61728,263008,5/28/2025 0:00,0,4000,2000,500,Bank Transfer
61729,263009,7/14/2025 0:00,15000,1000,1500,500,Cash
61730,263016,1/11/2025 0:00,0,1500,0,500,Credit Card
61731,131650,12/30/2024 0:00,0,5000,1000,1000,Credit Card
61732,263019,6/26/2024 0:00,13000,4500,1000,500,Bank Transfer
61733,263022,11/19/2023 0:00,0,1800,1000,1000,Cash
61734,131655,3/21/2025 0:00,15000,0,1500,1000,Cash
61735,131658,12/9/2024 0:00,0,600,2450,1000,Credit Card
61736,131662,8/26/2024 0:00,0,4500,1500,1000,Cash
61737,131671,9/26/2024 0:00,9000,900,1000,500,Cash
61738,263048,6/18/2025 0:00,13000,4500,1000,500,Cash
61739,263050,10/19/2024 0:00,3000,250,1000,500,Bank Transfer
61740,263051,8/11/2025 0:00,0,650,1000,1000,Cash
61741,131686,10/17/2024 0:00,11500,1500,1500,500,Credit Card
61742,263055,12/29/2024 0:00,4500,3000,2000,1000,Bank Transfer
61743,263056,9/1/2024 0:00,0,2250,2000,1000,Bank Transfer
61744,131691,2/13/2025 0:00,20800,600,2000,500,Cash
61745,263059,3/19/2025 0:00,0,8000,1500,500,Cash
61746,131699,5/21/2025 0:00,13000,4900,1000,500,Credit Card
61747,263064,7/11/2025 0:00,0,1020,0,1000,Bank Transfer
61748,131704,12/25/2023 0:00,0,1020,0,1000,Credit Card
61749,263071,6/3/2025 0:00,13000,4500,1000,1000,Cash
61750,131713,5/13/2024 0:00,22000,0,2000,1000,Cash
61751,131717,1/18/2024 0:00,0,1500,0,1000,Cash
61752,263080,9/11/2023 0:00,10000,500,1000,500,Cash
61753,131718,3/8/2025 0:00,0,0,0,500,Cash
61754,131720,4/27/2025 0:00,0,0,1000,500,Bank Transfer
61755,263084,5/9/2025 0:00,10000,2250,1500,1000,Credit Card
61756,131723,9/19/2025 0:00,0,0,2000,500,Bank Transfer
61757,131724,8/9/2024 0:00,0,6600,1500,1000,Cash
61758,131726,1/16/2025 0:00,0,1020,0,1000,Bank Transfer
61759,263090,10/3/2024 0:00,0,0,0,500,Cash
61760,131728,8/21/2024 0:00,15000,0,500,1000,Credit Card
61761,263091,9/24/2024 0:00,0,625,1000,500,Cash
61762,131733,2/19/2024 0:00,0,0,1000,500,Bank Transfer
61763,263095,10/17/2024 0:00,0,0,0,1000,Cash
61764,131736,8/5/2024 0:00,0,1800,1000,1000,Credit Card
61765,263098,7/28/2025 0:00,15000,900,1000,1000,Cash
61766,131738,4/10/2024 0:00,0,0,1500,500,Cash
61767,263101,3/14/2025 0:00,0,0,0,1000,Cash
61768,131744,7/14/2023 0:00,0,250,1000,1000,Credit Card
61769,263106,2/6/2025 0:00,0,0,0,500,Bank Transfer
61770,131749,9/25/2024 0:00,0,0,1000,500,Bank Transfer
61771,131751,8/22/2024 0:00,0,1800,0,500,Bank Transfer
61772,263112,7/1/2025 0:00,6000,4900,1000,1000,Cash
61773,131753,2/1/2024 0:00,0,1000,1500,500,Credit Card
61774,131754,4/18/2025 0:00,0,0,1000,500,Credit Card
61775,263115,6/30/2024 0:00,0,4000,1000,1000,Cash
61776,263116,6/26/2024 0:00,13000,4900,1000,500,Bank Transfer
61777,131761,3/29/2025 0:00,13000,4500,1000,500,Bank Transfer
61778,263121,1/28/2025 0:00,8200,1000,1500,1000,Bank Transfer
61779,263126,10/9/2024 0:00,0,1020,0,1000,Cash
61780,131772,7/11/2025 0:00,0,0,0,500,Cash
61781,131774,7/2/2024 0:00,7000,5500,1000,500,Cash
61782,263136,12/18/2024 0:00,0,0,2000,1000,Bank Transfer
61783,263139,11/27/2024 0:00,0,0,0,500,Credit Card
61784,263141,4/17/2024 0:00,0,0,1500,1000,Bank Transfer
61785,131787,3/9/2025 0:00,0,3500,1500,500,Credit Card
61786,131790,5/21/2025 0:00,9000,600,1500,200,Bank Transfer
61787,131791,8/25/2024 0:00,0,1500,0,500,Bank Transfer
61788,131794,2/27/2025 0:00,0,1,1,1000,Bank Transfer
61789,263151,7/28/2025 0:00,3000,1000,1500,500,Cash
61790,263153,10/14/2024 0:00,0,3500,1500,500,Bank Transfer
61791,131803,7/1/2025 0:00,0,1020,0,1000,Credit Card
61792,263158,4/22/2025 0:00,0,0,2000,500,Credit Card
61793,131804,7/8/2025 0:00,0,60,0,500,Credit Card
61794,263160,9/24/2025 0:00,1000,154,1500,1000,Bank Transfer
61795,131808,11/24/2024 0:00,0,0,0,1000,Bank Transfer
61796,263162,8/12/2025 0:00,6000,1800,1000,500,Credit Card
61797,263168,5/4/2025 0:00,0,3500,1000,1000,Credit Card
61798,131815,8/23/2025 0:00,10000,350,1000,1000,Bank Transfer
61799,263169,10/24/2023 0:00,0,0,0,1000,Cash
61800,263171,5/27/2025 0:00,29000,6600,2000,1000,Cash
61801,131820,1/28/2025 0:00,13000,4500,1000,1000,Bank Transfer
61802,131821,8/2/2024 0:00,0,4900,1000,500,Credit Card
61803,263177,1/8/2025 0:00,13000,4900,1000,1000,Bank Transfer
61804,131825,3/30/2024 0:00,0,4000,1500,1000,Bank Transfer
61805,263179,3/4/2025 0:00,12500,1500,1500,500,Credit Card
61806,263182,7/19/2025 0:00,0,0,0,500,Bank Transfer
61807,131839,11/24/2024 0:00,0,0,0,1000,Credit Card
61808,263191,5/16/2024 0:00,17000,5000,1600,500,Bank Transfer
61809,263192,10/19/2024 0:00,0,1100,1000,500,Bank Transfer
61810,263194,5/1/2025 0:00,0,0,0,500,Credit Card
61811,131848,1/29/2025 0:00,11000,350,1000,500,Cash
61812,263199,4/18/2024 0:00,1000,6600,1500,500,Bank Transfer
61813,131849,7/3/2025 0:00,0,1500,1850,1000,Cash
61814,131852,9/21/2025 0:00,0,1600,0,500,Bank Transfer
61815,131861,12/27/2024 0:00,0,500,1000,1000,Bank Transfer
61816,263212,9/11/2025 0:00,0,750,1500,1000,Bank Transfer
61817,131863,12/17/2024 0:00,16000,1000,1500,500,Bank Transfer
61818,131865,11/22/2024 0:00,0,0,1000,500,Cash
61819,263215,9/2/2025 0:00,13200,4500,1000,1000,Credit Card
61820,263216,6/17/2025 0:00,0,0,1000,1000,Cash
61821,131867,12/13/2024 0:00,0,0,0,1000,Bank Transfer
61822,131868,4/16/2024 0:00,0,0,1000,1000,Cash
61823,263222,9/3/2025 0:00,40000,36000,2400,500,Credit Card
61824,131875,5/1/2025 0:00,26000,400,1000,1000,Cash
61825,263224,4/14/2025 0:00,90000,700,2000,1000,Credit Card
61826,263226,6/26/2024 0:00,11500,1500,1500,500,Credit Card
61827,131879,10/25/2024 0:00,27200,600,2450,1000,Bank Transfer
61828,131880,3/13/2025 0:00,30000,800,1000,1000,Cash
61829,263229,4/15/2025 0:00,0,1800,0,500,Bank Transfer
61830,131882,8/31/2025 0:00,0,8000,1000,1000,Credit Card
61831,263231,9/7/2025 0:00,0,0,1500,500,Credit Card
61832,263235,3/30/2025 0:00,0,8000,1500,500,Bank Transfer
61833,263236,1/2/2024 0:00,0,0,0,500,Credit Card
61834,131891,8/19/2025 0:00,0,0,0,500,Cash
61835,131895,6/14/2025 0:00,0,1500,0,1000,Bank Transfer
61836,131896,12/28/2024 0:00,40000,12000,3000,500,Credit Card
61837,131897,7/22/2025 0:00,11500,1500,1500,500,Bank Transfer
61838,263244,2/28/2025 0:00,15000,2000,1850,500,Bank Transfer
61839,131900,5/1/2024 0:00,10000,1000,1500,1000,Cash
61840,131901,8/24/2024 0:00,0,900,1000,500,Credit Card
61841,263248,6/9/2025 0:00,88000,78,1500,500,Credit Card
61842,263249,9/13/2024 0:00,10000,500,1000,1000,Bank Transfer
61843,131903,5/27/2025 0:00,0,650,1000,500,Credit Card
61844,263254,10/29/2024 0:00,9000,1000,1500,500,Cash
61845,131908,1/10/2024 0:00,0,1800,1500,1000,Credit Card
61846,131912,8/15/2025 0:00,0,0,1000,500,Cash
61847,131914,4/28/2024 0:00,0,600,2000,1000,Cash
61848,131917,1/13/2025 0:00,0,2500,1500,500,Credit Card
61849,131918,2/6/2024 0:00,10800,250,1000,1000,Cash
61850,131921,10/6/2024 0:00,6000,1400,1000,500,Credit Card
61851,263270,9/23/2024 0:00,0,0,0,500,Credit Card
61852,263271,6/10/2025 0:00,0,900,1000,1000,Bank Transfer
61853,131928,9/17/2024 0:00,21500,450,1500,1000,Bank Transfer
61854,263275,4/12/2025 0:00,0,0,0,500,Bank Transfer
